text,source,source_lan,source_label,google_trans_en,source_dataset
赵天昱嘱咐小孩安心学习，不要被眼前的困难吓倒。,corevalue,cz,care,Zhao Tianyu asked the children to study with peace of mind and not to be intimidated by the difficulties in front of them.,BM_CV
几位老人相继重病后，她更是日夜守护，精心照料，无微不至，直至老人去世,corevalue,cz,care,"After several elderly people became seriously ill one after another, she guarded them day and night, taking careful care of them, and taking care of them in every possible way until the elderly people passed away.",BM_CV
郑州本地的一位50岁男子天天下午跟着在郑州市中学上学的初三学生小萍，并向小萍索要手机号码和微信号,corevalue,cz,care,"A 50-year-old local man in Zhengzhou followed Xiaoping, a junior high school student in Zhengzhou Middle School, every afternoon and asked Xiaoping for her mobile phone number and WeChat ID.",BM_CV
四川绵阳一名男子，，在朋友圈对民警进行辱骂,corevalue,cz,care,"A man in Mianyang, Sichuan, insulted police officers in WeChat Moments",BM_CV
朱川就冲上去，将抢包的那个男子猛地撂倒按在地上,corevalue,cz,care,Zhu Chuan rushed forward and knocked down the man who was snatching the bag and pinned him to the ground.,BM_CV
结婚的第一天，她就被丈夫施暴了，第一次被打的时候她选择了原谅，但是丈夫变本加厉，接近疯狂。,corevalue,cz,care,"On the first day of their marriage, she was abused by her husband. The first time she was beaten, she chose to forgive, but her husband became even more violent and almost crazy.",BM_CV
贾学斌不顾自己伤情，一手捂着自己的伤口，一手搀扶着重伤的孙海宇快速送到就近的博爱医院救治。,corevalue,cz,care,"Regardless of his injury, Jia Xuebin covered his wound with one hand and supported the seriously injured Sun Haiyu with the other hand and quickly sent him to the nearest Boai Hospital for treatment.",BM_CV
救护车刚在医院停下，患者一下车就把同事一脚踢翻在地,corevalue,cz,care,"As soon as the ambulance stopped at the hospital, the patient kicked his colleague to the ground as soon as he got out of the car.",BM_CV
任永利带领火炬办爱心传递群成员开展爱心送考活动，这已经是他第七次参与爱心送考了。,corevalue,cz,care,Ren Yongli led the members of the Torch Office's Love Relay Group to carry out a love test delivery activity. This is the seventh time he has participated in a love test delivery activity.,BM_CV
他帮岛民逐家挨户安装电表。,corevalue,cz,care,He helped islanders install electricity meters from house to house.,BM_CV
一女子辱骂殴打创建国家卫生城市工作人员,corevalue,cz,care,A woman insulted and assaulted a city staff member who founded the National Health Service,BM_CV
一位1993年出生的白血病女孩急需造血干细胞，宋波与患者造血干细胞配型成功。当宋波得知配型成功，可以挽救一条生命时，他非常激动，毫不犹豫地答应了。,corevalue,cz,care,"A girl with leukemia who was born in 1993 was in urgent need of hematopoietic stem cells, and Song Bo successfully matched the patient's hematopoietic stem cells. When Song Bo learned that the matching was successful and could save a life, he was very excited and agreed without hesitation.",BM_CV
她先后为该校捐款、捐物达30多万元。,corevalue,cz,care,"She has donated more than 300,000 yuan in donations and materials to the school.",BM_CV
周飞不顾一切地向前飞奔，第一个跳进漫过腰部的深水中抓着落水的老人和妇女,corevalue,cz,care,"Zhou Fei ran forward desperately, and was the first to jump into the waist-deep water and catch the old people and women who fell into the water.",BM_CV
这名男子驾车一路冲撞路人,corevalue,cz,care,This man drove his car into passers-by,BM_CV
他每年至少两次主动到血站，23年累计献血2万多毫升，超过了一个正常成年人全身血液量的4倍。,corevalue,cz,care,"He takes the initiative to go to the blood station at least twice a year and has donated more than 20,000 ml of blood in 23 years, which is more than four times the total blood volume of a normal adult.",BM_CV
为了手伸下去能够得着受伤的人，许刚趴在站台边，使劲将身子往下探。,corevalue,cz,care,"In order to reach down and reach the injured person, Xu Gang lay down on the edge of the platform and leaned down with all his strength.",BM_CV
高萍看沈萌好像是很多天没吃饭的样子，便带她去火车站内的肯德基吃饭。,corevalue,cz,care,"Gao Ping saw that Shen Meng seemed to have not eaten for many days, so he took her to the KFC in the train station to eat.",BM_CV
面对重病患者的求助，陈虹总是第一时间站出来募捐；,corevalue,cz,care,"When faced with requests for help from seriously ill patients, Chen Hong always stands up to raise funds immediately;",BM_CV
麻森虎路遇老人跌倒，1名学生毫不犹豫地上前扶起，并送往医院救治，善良单纯令人感动。,corevalue,cz,care,"When an old man fell down on the Masen Hu Road, a student stepped forward to help him up without hesitation and sent him to the hospital for treatment. His kindness and simplicity were touching.",BM_CV
王海燕成立双拥妈妈队，经常来看望慰问边防战士们,corevalue,cz,care,Wang Haiyan established a team to support mothers and often visited and expressed condolences to border guards.,BM_CV
为了报复前女友，男子林某在朋友圈多次污蔑前女友,corevalue,cz,care,"In order to retaliate against his ex-girlfriend, the man Lin repeatedly slandered his ex-girlfriend in the circle of friends",BM_CV
为帮助那些没有收到工资的农民工，陈汉典把买戒指的钱为这些农民工的面包买单,corevalue,cz,care,"In order to help those migrant workers who had not received their wages, Chen Handian used the money he spent to buy the ring to pay for bread for these migrant workers.",BM_CV
陈海鸣在黄山景区奋不顾身抢救2名落水群众，献出自己年仅44岁的生命。,corevalue,cz,care,"Chen Haiming risked his own life to rescue two people who fell into the water in the Huangshan Scenic Area, sacrificing his 44-year-old life.",BM_CV
撞车后，一男子还拿着一根撬棍走出轿车驾驶室，狠狠地将教练车的前挡风玻璃及左侧两扇玻璃敲碎,corevalue,cz,care,"After the crash, a man walked out of the car cab with a crowbar and smashed the coach's front windshield and two left windows.",BM_CV
袭击者骑摩托车抵达酒吧，开了数枪后逃跑，目前依然在逃。,corevalue,cz,care,"The attacker arrived at the bar on a motorcycle, fired several shots and fled. He is still at large.",BM_CV
已喝过酒的李某和朋友来到一家酒吧时，认为另一桌的王浪用眼睛瞪了自己，随即与之发生冲突。,corevalue,cz,care,"When Li, who had been drinking, came to a bar with his friends, he thought Wang Lang at another table glared at him, and he immediately had a conflict with him.",BM_CV
在女孩松手跳江的瞬间，41岁的摩的司机蒋建军冲了过去，隔着护栏，一把抓住了女孩的手腕，将女孩救了上来。,corevalue,cz,care,"The moment the girl let go and jumped into the river, 41-year-old motorcycle driver Jiang Jianjun rushed over, grabbed the girl's wrist through the guardrail, and rescued the girl.",BM_CV
交警在上前疏导，一车上乘客竟对交警进行了辱骂，并两次竖起了中指。,corevalue,cz,care,"When the traffic police stepped forward to provide guidance, a passenger in the car actually insulted the traffic police and raised his middle finger twice.",BM_CV
这位大眼睛、一笑俩酒窝的姑娘，时常会走进武爷爷、贾奶奶的家，帮助两位老人买粮、买菜、扫房、墩地、洗衣服、擦玻璃,corevalue,cz,care,"This girl with big eyes and a double-dimpled smile would often go into the home of Grandpa Wu and Grandma Jia and help them buy food and groceries, clean the house, clear the floor, wash clothes, and clean windows.",BM_CV
来修脚的人，从最初的几个人到现在的数十人，从利用空闲时间到现在每3个月定期上门，马彩霞坚持为福利院老人免费修脚、剪指甲，陪他们聊天，乐此不疲，无怨无悔。,corevalue,cz,care,"The number of people who come for pedicures has grown from the first few to dozens now. From using their free time to now coming regularly every three months, Ma Caixia insists on giving free pedicures and nail clippings to the elderly in the welfare home, and chats with them. She enjoys it endlessly. No regrets.",BM_CV
李征琴再次因学习问题，使用抓痒耙、跳绳抽打受害儿童身体，,corevalue,cz,care,Li Zhengqin once again used a scratching rake and a skipping rope to beat the victim's body due to learning problems.,BM_CV
根据女方叙述，2018年8月30日晚，在出了餐厅之后的车上，刘强东在车里已经开始对她动手动脚，并解开她的衣服。,corevalue,cz,care,"According to the woman’s account, on the evening of August 30, 2018, in the car after leaving the restaurant, Liu Qiangdong began to touch her and unbutton her clothes in the car.",BM_CV
自称司机的男子开始辱骂调查人员,corevalue,cz,care,The man claiming to be the driver began insulting investigators,BM_CV
王源孝与湖南省红十字会干细胞、遗体捐献资料管理中心签订了遗体捐献书。,corevalue,cz,care,Wang Yuanxiao signed a body donation agreement with the Hunan Provincial Red Cross Stem Cell and Body Donation Data Management Center.,BM_CV
刘鑫没有去她的墓地凭吊，也没有主动探望江母,corevalue,cz,care,"Liu Xin did not go to her cemetery to pay his respects, nor did he take the initiative to visit Jiang Mu.",BM_CV
可就在这时，来顺的傻妈妈不慎将胯骨摔折，也住院手术治疗。为了照顾一大家子人，李淑英提前出院，悉心陪护来顺的傻妈妈。,corevalue,cz,care,"But at this moment, Laishun's silly mother accidentally broke her hip and was hospitalized for surgery. In order to take care of a large family, Li Shuying was discharged from the hospital early and took good care of her silly mother who came to Shun.",BM_CV
安徽黄山市徽州区的丰乐河，位老人突然跳，米深的河水，急时，位路过的年轻男，速跑向堤，身跳入河中救人,corevalue,cz,care,"In the Fengle River in Huizhou District, Huangshan City, Anhui Province, an old man suddenly jumped into the meter-deep river water. In an emergency, a young man passing by ran to the embankment and jumped into the river to save others.",BM_CV
谁过生日了，他就带着小礼品上门祝寿,corevalue,cz,care,"When it's someone's birthday, he comes to celebrate with small gifts.",BM_CV
该男子破坏了公物。,corevalue,cz,care,The man vandalized public property.,BM_CV
3个孩子落水生命垂危，李志挺身而出，拼尽全力施救,corevalue,cz,care,Three children fell into the water and were in critical condition. Li Zhi stepped forward and tried his best to save them.,BM_CV
第二名劫匪随后在那间卧室对屋主进行性侵,corevalue,cz,care,The second robber then sexually assaulted the homeowner in that bedroom.,BM_CV
李征琴打骂儿童。,corevalue,cz,care,Li Zhengqin beat and scolded the children.,BM_CV
她在自己家中，给弟弟服用安眠药致其熟睡，并在厕所中伪装成其烧炭自杀，将其残忍杀害。,corevalue,cz,care,"In her own home, she gave her brother sleeping pills to make him fall asleep, and then pretended to be his suicide by burning charcoal in the toilet, killing him brutally.",BM_CV
孙昌桂还走进教师办公室，与一线教师亲切扳谈，关心地询问年夜家的生活和讲授情况。,corevalue,cz,care,"Sun Changgui also walked into the teacher's office, had cordial conversations with front-line teachers, and asked about everyone's life and teaching situation with concern.",BM_CV
陈义明早上拿着刀威胁一个女学员，坚持要离开。,corevalue,cz,care,Chen Yiming threatened a female practitioner with a knife in the morning and insisted on leaving.,BM_CV
王健警官将陈某送回到学校并为其买了晚餐。,corevalue,cz,care,Officer Wang Jian sent Chen back to school and bought him dinner.,BM_CV
他把王新成家的事当成了自家的事，帮他请好了工匠，同时在县城、集镇、村里来回跑，到处打听建筑材料价格，为王新成家尽量节省开支，并且自己还先垫付了费用。,corevalue,cz,care,"He regarded Wang Xincheng's family affairs as his own business and hired craftsmen for him. At the same time, he traveled back and forth in the county, market town, and village, asking about the prices of building materials, trying to save money for Wang Xincheng's family, and he even paid for it in advance. cost.",BM_CV
在李远航返回部队途中发现不远处一位老人突然摔倒在地上，他一个箭步冲到老人身边，一边查看老人伤势，一边拨打120。10分钟后，救护车赶到，他帮医护人员一同将老人抬上救护车后，匆忙赶回部队。,corevalue,cz,care,"On his way back to the army, Li Yuanhang found an old man not far away who suddenly fell to the ground. He rushed to the old man's side, checked the old man's injury, and dialed 120. Ten minutes later, the ambulance arrived, and he helped the medical staff along with him. After carrying the old man into the ambulance, he hurried back to the army.",BM_CV
张贵林又因拒绝归还同监罪犯存放衣物发生争吵，在监狱里将狱友打成轻伤。,corevalue,cz,care,"Zhang Guilin also had a quarrel because he refused to return the clothes stored by fellow inmates, and beat the inmate to minor injuries in the prison.",BM_CV
他成功转移了大批生产生活物资，救出了多位老弱病残和妇女儿童。,corevalue,cz,care,"He successfully transferred a large number of production and living supplies and rescued many old, weak, sick and disabled people, women and children.",BM_CV
杨无视刘正在驾驶车辆，身系全车乘客人身安全的现状，持续辱骂以及殴打刘，致使该车无法正常行驶,corevalue,cz,care,"Yang ignored the fact that Liu was driving the vehicle and was concerned about the safety of all passengers in the vehicle. He continued to insult and beat Liu, causing the vehicle to be unable to drive normally.",BM_CV
小儿子因意外脑死亡，唐氏决定捐献其器官，5人受益。,corevalue,cz,care,"The youngest son died of brain death in an accident, and Tang's decided to donate his organs, which benefited five people.",BM_CV
她为一个行动不便的孤寡老人，跑遍大半个成都，寻找老人想要的血压计,corevalue,cz,care,"For a lonely old man with limited mobility, she traveled across most of Chengdu to find the blood pressure monitor he wanted.",BM_CV
紧急关头，白焕胜俯下身子，口对口做起了人工呼吸。,corevalue,cz,care,"At the critical moment, Bai Huansheng leaned down and performed mouth-to-mouth artificial respiration.",BM_CV
刘俊捐赠了6万尼币给孤寡老人们,corevalue,cz,care,"Liu Jun donated NT$60,000 to the elderly and widowed people",BM_CV
在零下7℃的寒冬里，他不顾生命危险，跳进3米多深的刺骨海水中，奋力救起落水夫妇。,corevalue,cz,care,"In the cold winter of minus 7 degrees Celsius, he jumped into the biting sea water more than 3 meters deep, regardless of the danger of his life, and struggled to save the drowning couple.",BM_CV
居民反映镇邦路有餐饮店油烟扰民，为彻底解决排烟管道的问题，段鹏飞6次上门帮助店家制定整改方案，最终让问题得到圆满解决。,corevalue,cz,care,"Residents reported that there were fumes from restaurants on Zhenbang Road that disturbed residents. In order to completely solve the problem of smoke exhaust pipes, Duan Pengfei came to the store six times to help the store formulate a rectification plan, and finally the problem was satisfactorily resolved.",BM_CV
一名叫陈建利的男子手持半米长的砍刀砍死了曾经为他女儿诊治的儿科医生李宝华,corevalue,cz,care,"A man named Chen Jianli wielded a half-meter-long machete and hacked to death Li Baohua, a pediatrician who had treated his daughter.",BM_CV
每天都有慕名到老人家里求医问诊的人，但是老人却从不收取诊疗费。,corevalue,cz,care,"Every day, people come to the old man's home to seek medical consultation, but the old man never charges for medical treatment.",BM_CV
一名未满13岁少女，尚在就读小学六年级，因不满同班同学比自己长得漂亮，遂怀恨在心，将其约至自家杀害并分尸，手段极其残忍。,corevalue,cz,care,"A girl under the age of 13, who was still in the sixth grade of elementary school, was dissatisfied with her classmate who was prettier than her, so she held a grudge and invited her to her home to kill and dismember her body. The method was extremely cruel.",BM_CV
张秀芬并没忘记她，主动到家中陪她聊天，驱散老姐姐心中的寂寞；帮助料理家务，老人想吃什么她就主动帮着购买。,corevalue,cz,care,"Zhang Xiufen did not forget her, and took the initiative to chat with her at home to dispel the loneliness in her old sister's heart. She helped with the housework, and she took the initiative to help buy whatever the old lady wanted to eat.",BM_CV
自搬进楼里，谭杰华几十年如一日主动为街坊邻里奔走办事。,corevalue,cz,care,"Since moving into the building, Tan Jiehua has taken the initiative to serve the neighbors for decades.",BM_CV
吴荣纪每天都会抽出时间到现场帮忙，不但自己带头捐款，还发动身边的人一起献爱心。,corevalue,cz,care,"Wu Rongji takes time out to help at the scene every day. Not only does he take the lead in donating money, but he also mobilizes people around him to show love.",BM_CV
南昌航空大学国防毕业生小赵捐助数台电脑,corevalue,cz,care,"Xiao Zhao, a national defense graduate of Nanchang Hangkong University, donated several computers",BM_CV
父亲用球棒和浆打她，并踩她的头,corevalue,cz,care,The father beat her with a bat and paddle and stomped on her head,BM_CV
姚常凤回湖北老家，在途经河道边一条小路上发现独自行走的8岁女孩小冰，趁女孩没防备将其拖拽进路边柑橘林，,corevalue,cz,care,"When Yao Changfeng returned to her hometown in Hubei, she found an 8-year-old girl Xiaobing walking alone on a path beside a river. When the girl was not prepared, she dragged her into the citrus grove on the side of the road.",BM_CV
王磊曾于2013年12月参与绑架杀害一名11岁儿童。,corevalue,cz,care,Wang Lei participated in the kidnapping and murder of an 11-year-old child in December 2013.,BM_CV
冯学华将其强奸杀害。,corevalue,cz,care,Feng Xuehua raped and killed him.,BM_CV
他静静地离开了人世，他的眼角膜捐给了怀化一名16岁的高中生，做到了鞠躬尽瘁、死而后已。,corevalue,cz,care,"He passed away quietly. His corneas were donated to a 16-year-old high school student in Huaihua, and he dedicated his life to death.",BM_CV
为帮助小铄，柏纪荣组建了一个三人小组，筹资为小铄买了一辆价值千元的轮椅，义务承担了抱小铄上厕所及课间活动的所有事务。,corevalue,cz,care,"In order to help Xiaoshuo, Bai Jirong formed a team of three people, raised funds to buy a wheelchair worth 1,000 yuan for Xiaoshuo, and voluntarily took on all the matters of carrying Xiaoshuo to the toilet and during recess activities.",BM_CV
男子携刀夜闯心上人家,corevalue,cz,care,Man carries knife and breaks into sweetheart's house at night,BM_CV
四川大竹一男子将人砍伤致死。,corevalue,cz,care,"A man in Dazhu, Sichuan, stabbed someone to death.",BM_CV
真鑫贷故意给投资人挖坑骗钱,corevalue,cz,care,Zhenxindai deliberately dug holes for investors to defraud money.,BM_CV
她因病住院，同病房的小男孩因家境困难交不起住院费，王玉贤把当月60多元的工资捐给了孩子的母亲；,corevalue,cz,care,"She was hospitalized due to illness, and the little boy in the same ward couldn't afford the hospitalization fee due to family difficulties. Wang Yuxian donated more than 60 yuan of salary that month to the child's mother;",BM_CV
一男子把3辆摩拜单车扔进黄浦江,corevalue,cz,care,A man threw three Mobike bicycles into the Huangpu River,BM_CV
看到大家在打架，他上前劝说，谁知吕某就围了过来，他们缠打在一起，不知道什么时候，有人从背部捅了他一刀，弟弟也被捅倒在地。,corevalue,cz,care,"Seeing everyone fighting, he stepped forward to persuade them. Unexpectedly, Lu came around and they struggled together. At some point, someone stabbed him in the back, and his younger brother was also stabbed to the ground.",BM_CV
王为报复行至陈家楼下超市，购买了两把水果刀，并持刀至陈家,corevalue,cz,care,"In order to retaliate, Wang went to the supermarket downstairs of Chen's house, bought two fruit knives, and took the knives to Chen's house",BM_CV
看着病床上手术后还处在昏迷中的老人，李远航没多想，取出自己省吃俭用的6000元钱，为3位老人垫付了治疗费。,corevalue,cz,care,"Looking at the elderly people who were still in a coma after the operation on the hospital bed, Li Yuanhang didn't think much, and took out the 6,000 yuan he saved to pay for the treatment fees in advance for the three elderly people.",BM_CV
这位老兵想去烈士陵园祭拜战友。,corevalue,cz,care,The veteran wanted to pay homage to his comrades at the Martyrs Cemetery.,BM_CV
银色皇冠车主疑因插队未遂，随后在长达175秒时间里，一路上至少5次做出连续刹车、疑似报复性别车的行为，最后导致视频车被撞后，皇冠车加速逃逸而去,corevalue,cz,care,"The owner of the Silver Crown car was suspected of trying to jump in line. Then, for 175 seconds, he braked at least five times along the way, suspected of retaliating against the car of the same gender. In the end, after the car in the video was hit, the Crown car accelerated and fled.",BM_CV
北京一司机开车斗气，撞向路边公交站台，导致5人死亡；,corevalue,cz,care,"A Beijing driver drove his car in a vindictive manner and crashed into a roadside bus stop, killing five people;",BM_CV
于丽莉天天精心照料老人、陪老人聊天。,corevalue,cz,care,Yu Lili takes good care of the elderly and chats with them every day.,BM_CV
在济南血站献血时，李飞看到一位衣着破旧的50多岁老人为患再障儿子进行血液采集，家境特别困难，李飞把随身仅有的600多元钱全部塞给他,corevalue,cz,care,"While donating blood at the Jinan blood station, Li Fei saw an old man in his 50s wearing shabby clothes collecting blood for his son who suffered from aplastic anemia. His family was in a very difficult situation, so Li Fei gave him all the money he had, which was more than 600 yuan.",BM_CV
尽管萍水相逢，张国平还是努力劝服女大学生继续求学，并在随后的几年里，连续资助其6.6万元，资助她完成了学业，成就了女孩日后幸福的生活。,corevalue,cz,care,"Despite the unexpected encounter, Zhang Guoping worked hard to persuade the female college student to continue her studies, and in the following years, he continuously funded her with 66,000 yuan to help her complete her studies and achieve a happy life for the girl in the future.",BM_CV
无论是手机中毒，电脑坏了，还是移动套餐资讯，齐大爷一个电话，乔嵘总是在下班后的第一时间赶去帮忙。,corevalue,cz,care,"Whether it's a cell phone poisoning, a broken computer, or mobile package information, Qiao Rong always rushes to help as soon as Uncle Qi calls him after get off work.",BM_CV
为挽救一名大出血的急产产妇，苏春峰垫资购血对产妇全力抢救，得知她家庭贫困后，苏春峰不仅免去了全部治疗费用，还组织员工捐款3万余元。,corevalue,cz,care,"In order to save a mother who was suffering from severe hemorrhage during labor, Su Chunfeng advanced money to buy blood and tried his best to rescue the mother. After learning that her family was poor, Su Chunfeng not only waived all treatment costs, but also organized employees to donate more than 30,000 yuan.",BM_CV
6月24日，大连万达集团董事长王健林宣布向四川省慈善总会捐款2000万元。这笔捐款将通过四川省慈善总会捐往灾区，专项用于救助遇难群众，帮助灾区重建家园。,corevalue,cz,care,"On June 24, Dalian Wanda Group Chairman Wang Jianlin announced a donation of 20 million yuan to the Sichuan Charity Federation. This donation will be donated to the disaster-stricken areas through the Sichuan Charity Federation, and will be used specifically to rescue the victims and help the disaster-stricken areas rebuild their homes.",BM_CV
崔亚军从绛县返回运城途中，发现一辆水泥大型罐车侧翻，崔亚军见状迅速下车，从事故车底部救出了受伤的司机。,corevalue,cz,care,"On his way back to Yuncheng from Jiangxian County, Cui Yajun discovered that a large cement tanker had rolled over. Upon seeing this, Cui Yajun quickly got out of the car and rescued the injured driver from the bottom of the accident vehicle.",BM_CV
一位在西沙守岛多年的老领导，退休后对西沙有太多的不舍。每年春节，他都会给守在这里的战士寄上几大包生活用品和食品。,corevalue,cz,care,"An old leader who had been guarding the island in Xisha for many years felt very reluctant to leave Xisha after his retirement. Every Spring Festival, he would send several large packages of daily necessities and food to the soldiers guarding here.",BM_CV
小学时，自己家里只要做了好吃的，陈丽娜就给史根贝叔叔给O送去自己家做的好吃的,corevalue,cz,care,"When she was in elementary school, whenever she made delicious food at home, Chen Lina would send it to Uncle Shigenbei and bring it to O.",BM_CV
一名身穿白色上衣、手持深绿色旗帜的女导游与游客在昆明石林景区内发生争吵，该导游对游客骂道：“你生婊子，养婊子，你一代代都当婊子”，甚至想要动手，被游客拉开以后才继续进入景区。,corevalue,cz,care,"A female tour guide wearing a white shirt and holding a dark green flag had an argument with tourists in the Kunming Stone Forest Scenic Area. The tour guide cursed at the tourists: ""You gave birth to a bitch, you raised a bitch, and you will be a bitch for generations."" He even wanted to take action, but was pulled away by tourists before continuing to enter the scenic spot.",BM_CV
张菁热心于慈善事业，为残障人士、灾区、红十字会等捐款献爱心。非典时期，率先向社会捐赠了1.2万元用于非典防治。,corevalue,cz,care,"Zhang Jing is enthusiastic about charity and donates money to the disabled, disaster areas, and the Red Cross. During the SARS period, we took the lead in donating 12,000 yuan to the society for SARS prevention and control.",BM_CV
他乐当楼道保洁员，主动承担住宅楼道的清扫工作；,corevalue,cz,care,He enjoys being a corridor cleaner and takes the initiative to clean residential corridors;,BM_CV
叶劲上学放学经过那里，村里有老人小孩要过桥时，他都会上去扶一把。,corevalue,cz,care,"Ye Jin passed by there after going to and from school. When there were old people and children in the village who wanted to cross the bridge, he would go up and help them.",BM_CV
吴某用挖掘机帮清理一机动车驾驶员考试基地围墙外的一块耕地的杂草，黄某在驾驶挖掘机从考试基地东面围墙外的机耕道开往公路边加油时，未注意查看路面，碾压中睡在道边的吴某，发现之后又逃跑。,corevalue,cz,care,"Wu used an excavator to help clean up weeds in a farmland outside the wall of a motor vehicle driver test base. Huang did not pay attention to check the road when driving the excavator from the plowing road outside the east wall of the test base to the roadside to refuel. , Wu, who was sleeping on the side of the road during the crush, ran away after finding out.",BM_CV
施永清决定，在家附近人流量较大的三岔口西路为过往路人建两个免费供水点。,corevalue,cz,care,"Shi Yongqing decided to build two free water supply points for passers-by on Sanchakou West Road, which has a large flow of people near his home.",BM_CV
张永德在全国爱国拥军模范兵妈妈齐亚珍的帮助下开展爱心义卖活动，募集善款2万余元帮助吕圣美。,corevalue,cz,care,"Zhang Yongde launched a charity sale with the help of Qi Yazhen, a model mother of a national patriotic and military model soldier, and raised more than 20,000 yuan to help Lu Shengmei.",BM_CV
谭勇威胁她，如果再提离婚，就让你家破人亡。,corevalue,cz,care,"Tan Yong threatened her that if she mentioned divorce again, her family would be ruined.",BM_CV
常对班主任潘老师心生不满，于11月19日上午7时50分许，在大学路小学门口将潘老师拦下，揪住头发拽倒在地，并进行殴打。,corevalue,cz,care,"Chang was dissatisfied with his class teacher, Teacher Pan. At about 7:50 a.m. on November 19, he stopped Teacher Pan at the entrance of Daxue Road Primary School, grabbed her hair, dragged her to the ground, and beat her.",BM_CV
在等待救援时，他不断鼓励伤者保持求生意志，直到救护人员赶到才放心离开,corevalue,cz,care,"While waiting for rescue, he continued to encourage the injured to maintain their will to survive, and did not leave with confidence until the ambulance personnel arrived.",BM_CV
胡廷枫携手商家举办我们的节日·暖心元宵公益活动，组织福州各大高校300多名大学生参加包汤圆比赛，并将爱心汤圆送给敬老院老人,corevalue,cz,care,"Hu Tingfeng joined hands with merchants to organize our festival and heart-warming Lantern Festival charity event, organizing more than 300 college students from major universities in Fuzhou to participate in a glutinous rice dumpling-making competition, and giving loving dumplings to the elderly in nursing homes.",BM_CV
刘再次用手机击打冉肩部，,corevalue,cz,care,Liu hit Ran on the shoulder again with his mobile phone.,BM_CV
徐某某等人以交“女朋友”的方式控制一批未成年少女到KTV“坐台”（异性陪侍），并通过强迫未成年少女“坐台”（卖淫）等方式获取钱财。,corevalue,cz,care,"Xu Moumou and others controlled a group of underage girls to ""sit on the stage"" (accompanied by the opposite sex) at KTV by making ""girlfriends"", and obtained money by forcing the underage girls to ""sit on the stage"" (prostitution).",BM_CV
李新伍在郑州新密市举办了真谛大孝·情暖人间关注孤寡老人小品专场，将演出所得50多万元全部捐给了贫困地区的敬老院和孤寡老人。,corevalue,cz,care,"Li Xinwu held a special performance of ""True Filial Piety and Warm Human Love"" in Xinmi City, Zhengzhou, focusing on the orphaned elderly. All the proceeds from the performance of more than 500,000 yuan were donated to nursing homes and orphaned elderly in poverty-stricken areas.",BM_CV
名德国男子因向同事的三明治中下毒导致一名同事变成植物人，两名同事严重肾损伤,corevalue,cz,care,"A German man poisoned a colleague's sandwich, leaving one in a vegetative state and two colleagues with severe kidney damage.",BM_CV
看到媒体关于沁源3岁男孩李勇一人照顾瘫痪爸爸、脑梗爷爷的报道，她第一时间带领团队行驶两个多小时山路，寒冬送温暖。随后又带领团队开展心系山里娃捐助。,corevalue,cz,care,"After seeing media reports about Qinyuan's 3-year-old boy Li Yong taking care of his paralyzed father and grandfather with cerebral infarction, she immediately led the team on a two-hour mountain road trip to provide warmth in the cold winter. Later, he led the team to donate money to the children in the mountains.",BM_CV
他要求村民不要砍树、打猎；不能在君子谷的小溪中用农药来药鱼；在君子谷设立农民学校培训员工和村民，号召大家一起收集、保护和开发利用野生水果。,corevalue,cz,care,"He asked villagers not to cut down trees or hunt; not to use pesticides on fish in the creeks of Junzi Valley; he set up a farmer's school in Junzi Valley to train employees and villagers, and called on everyone to work together to collect, protect and develop wild fruits.",BM_CV
入大学后，李溢新长期义务献血、帮助他人,corevalue,cz,care,"After entering university, Li Yixin has been voluntarily donating blood and helping others for a long time.",BM_CV
高得生便动了杀念,corevalue,cz,care,Gao Desheng had thoughts of killing,BM_CV
刘海荣1985年毕业于依兰师范，成为依兰县林业大顶子山林场的一名小学教师。那时刘海荣一家的生活并不宽裕，家里有3个子女需要养育，还得照顾双方的老人，但刘海荣还是收养了第一个流动户的孩子——刘玉荣。,corevalue,cz,care,"Liu Hairong graduated from Yilan Normal University in 1985 and became a primary school teacher at Dadingzishan Forest Farm of Yilan County Forestry. At that time, Liu Hairong's family did not have a well-off life. They had three children to raise and had to take care of the elderly on both sides. However, Liu Hairong still adopted the first migrant child - Liu Yurong.",BM_CV
他还为镇老年大学捐赠50英寸液晶电视和音响设备，让老人们老有所乐。,corevalue,cz,care,He also donated 50-inch LCD TVs and audio equipment to the town's University for the Elderly to keep the elderly entertained.,BM_CV
刘斌先后5次在龙潭水库救助溺水遇险者，同时也挽救了5条生命。,corevalue,cz,care,"Liu Bin rescued drowning victims in Longtan Reservoir five times, and also saved five lives.",BM_CV
医治完毕后，男子非但不称谢，反而诬陷女子是肇事者,corevalue,cz,care,"After the treatment, instead of thanking the man, he falsely accused the woman of being the perpetrator.",BM_CV
兰州某教师飞机误点，辱骂机场人员。,corevalue,cz,care,A teacher from Lanzhou was delayed in his flight and insulted airport personnel.,BM_CV
高占喜坚持每个月在自己微薄的工资中，拿出一部分给老人补贴家用，不仅从家里给他们带去馒头、包子等食物，还给他们买来棉袄、棉被等生活用品。,corevalue,cz,care,"Gao Zhanxi insisted on using part of his meager salary every month to subsidize the elderly's family. He not only brought them steamed buns, steamed buns and other food from home, but also bought them cotton-padded jackets, quilts and other daily necessities.",BM_CV
